ImageId,URL,x1,y1,x2,y2,TrueLabel,TargetClass,OriginalLandingURL,License,Author,AuthorProfileURL
a848d5e9f44eb947,https://c1.staticflickr.com/8/7393/26895431856_1e2779dcb6_o.jpg,0.0,0.0,0.666666666667,1.0,769,794,https://www.flickr.com/photos/galwegians/26895431856/,https://creativecommons.org/licenses/by/2.0/,Galwegians Rugby,https://www.flickr.com/people/galwegians/
a0d9f2c1237155e1,https://c1.staticflickr.com/9/8789/28462362232_7fe7f753f8_o.jpg,0.28125,0.0,0.84375,0.75,518,513,https://www.flickr.com/photos/zongo/28462362232,https://creativecommons.org/licenses/by/2.0/,DAVID HOLT,https://www.flickr.com/people/zongo/
07c4a323c7cd3b0d,https://c1.staticflickr.com/1/757/31973894410_64df44bc7a_o.jpg,0.333333333333,0.0,1.0,1.0,93,246,https://www.flickr.com/photos/vilipix/31973894410,https://creativecommons.org/licenses/by/2.0/,Vilmos Vincze,https://www.flickr.com/people/vilipix/
2663678749f79635,https://c1.staticflickr.com/8/7515/28259468696_3952fdd372_o.jpg,0.0,0.25,0.416890982503,1.0,564,489,https://www.flickr.com/photos/68704638@N04/28259468696,https://creativecommons.org/licenses/by/2.0/,M Dreibelbis,https://www.flickr.com/people/68704638@N04/
123d524ff1fabfd8,https://c1.staticflickr.com/8/7441/28097827921_7ba6e2a576_o.jpg,0.234375,0.0,0.703125,0.75,629,601,https://www.flickr.com/photos/viaggioroutard/28097827921,https://creativecommons.org/licenses/by/2.0/,Viaggio Routard,https://www.flickr.com/people/viaggioroutard/
fc2af56905cb8b74,https://c1.staticflickr.com/9/8271/28727141352_9274e5c144_o.jpg,0.0,0.0,0.75,1.0,325,299,https://www.flickr.com/photos/9750464@N02/28727141352,https://creativecommons.org/licenses/by/2.0/,ianpreston,https://www.flickr.com/people/9750464@N02/
c2b607459b431044,https://c1.staticflickr.com/9/8019/29072672630_bbb32eba44_o.jpg,0.0,0.25,0.707894736842,1.0,742,141,https://flickr.com/43714545@N06/29072672630,https://creativecommons.org/licenses/by/2.0/,Richard Mortel,https://www.flickr.com/people/prof_richard/
93de7000a54a15e2,https://c1.staticflickr.com/9/8015/29914571145_236c06152a_o.jpg,0.0,0.0,0.47170487106,0.75,426,495,https://www.flickr.com/photos/rpavich/29914571145,https://creativecommons.org/licenses/by/2.0/,rpavich,https://www.flickr.com/people/rpavich/
e0e32cf5266cd521,https://c1.staticflickr.com/9/8356/29816580985_e877cbb9b1_o.jpg,0.28125,0.0,0.84375,0.75,672,5,https://www.flickr.com/photos/egizu/29816580985,https://creativecommons.org/licenses/by/2.0/,EGIZU Getxo Euskaldun Elkartea,https://www.flickr.com/people/egizu/
90f4d1356efe095e,https://c1.staticflickr.com/8/7094/27156072575_4389d3b607_o.jpg,0.0,0.0,0.334029227557,1.0,780,444,https://www.flickr.com/photos/thoseguys119/27156072575,https://creativecommons.org/licenses/by/2.0/,ThoseGuys119,https://www.flickr.com/people/thoseguys119/
26595af120cc7dbc,https://c1.staticflickr.com/9/8645/30041063386_707c5f6956_o.jpg,0.0,0.0,0.75,0.75,840,648,https://www.flickr.com/photos/ipdegirl/30041063386,https://creativecommons.org/licenses/by/2.0/,Jenni C,https://www.flickr.com/people/ipdegirl/
8cb7ffee680f3df9,https://c1.staticflickr.com/8/7296/26774983631_c2ab16fd43_o.jpg,0.0,0.0,0.923611111111,1.0,141,254,https://www.flickr.com/photos/winnu/26774983631/,https://creativecommons.org/licenses/by/2.0/,Nigel,https://www.flickr.com/people/winnu/
b0ad7e18aabb5953,https://c1.staticflickr.com/8/7620/27206468570_0ebd756de0_o.jpg,0.431506849315,0.0,0.86301369863,0.75,815,428,https://www.flickr.com/photos/specky4eyes/27206468570/,https://creativecommons.org/licenses/by/2.0/,Tim Dutton,https://www.flickr.com/people/specky4eyes/
ca899ebaaa192e76,https://c1.staticflickr.com/9/8624/27761792824_fe37c758b9_o.jpg,0.0,0.0,0.666666666667,1.0,512,154,https://www.flickr.com/photos/greggjerdingen/27761792824,https://creativecommons.org/licenses/by/2.0/,Greg Gjerdingen,https://www.flickr.com/people/greggjerdingen/
2eb14089b9e0d19e,https://c1.staticflickr.com/1/687/32354291093_4a0db4e6c0_o.jpg,0.0,0.0,0.494868035191,0.75,697,656,https://www.flickr.com/photos/eaglebrook/32354291093/,https://creativecommons.org/licenses/by/2.0/,EaglebrookSchool,https://www.flickr.com/people/eaglebrook/
820811a4723b68d3,https://c1.staticflickr.com/9/8867/28587711746_8845af4b5c_o.jpg,0.281690140845,0.25,0.845070422535,1.0,303,750,https://www.flickr.com/photos/treegrow/28587711746/,https://creativecommons.org/licenses/by/2.0/,Katja Schulz,https://www.flickr.com/people/treegrow/
028be4c50d6b98d1,https://c1.staticflickr.com/1/299/32620162301_fcaf7fc736_o.jpg,0.25,0.25,0.75,1.0,618,112,https://flickr.com/39272011@N07/32620162301,https://creativecommons.org/licenses/by/2.0/,Secretaria de Agricultura e Abastecimento,https://www.flickr.com/people/agriculturasp/
447cd53555a4b040,https://c1.staticflickr.com/6/5718/30359674204_72ae426b93_o.jpg,0.25,0.25,0.75,1.0,672,834,https://www.flickr.com/photos/flowizm/30359674204,https://creativecommons.org/licenses/by/2.0/,Flowizm ...,https://www.flickr.com/people/flowizm/
84709c76bf028cf0,https://c1.staticflickr.com/1/778/31860187474_91516869dd_o.jpg,0.0,0.25,0.739247311828,1.0,209,383,http://www.flickr.com/photos/ocalways/31860187474/,https://creativecommons.org/licenses/by/2.0/,Rain Love AMR,https://www.flickr.com/people/ocalways/
606e87f1abb2a9dd,https://c1.staticflickr.com/6/5501/30152143390_4f4fa46688_o.jpg,0.0,0.0,0.75,0.75,763,523,https://www.flickr.com/photos/vermazeren/30152143390/in/photostream/,https://creativecommons.org/licenses/by/2.0/,Arend,https://www.flickr.com/people/vermazeren/
ae16623b27665105,https://c1.staticflickr.com/1/476/32566869356_7b217c6d05_o.jpg,0.0,0.25,0.597580645161,1.0,302,508,https://www.flickr.com/photos/gails_pictures/32566869356,https://creativecommons.org/licenses/by/2.0/,gailhampshire,https://www.flickr.com/people/gails_pictures/
fe2e27a42f7ddd98,https://c1.staticflickr.com/8/7540/27451055534_f7a81bf51b_o.jpg,0.0,0.0,0.666666666667,1.0,980,265,https://www.flickr.com/photos/7840760@N05/27451055534/,https://creativecommons.org/licenses/by/2.0/,Chris Morriss,https://www.flickr.com/people/7840760@N05/
de0a2707f072777f,https://c1.staticflickr.com/6/5583/30534634774_31264a30bd_o.jpg,0.322436849926,0.0,1.0,1.0,854,525,https://www.flickr.com/photos/13476480@N07/30534634774,https://creativecommons.org/licenses/by/2.0/,manhhai,https://www.flickr.com/people/13476480@N07/
3209c617316fc78a,https://c1.staticflickr.com/8/7358/28142024586_e04bf4cb59_o.jpg,0.25,0.0,1.0,0.710456942004,672,716,https://www.flickr.com/photos/glorycycles/28142024586,https://creativecommons.org/licenses/by/2.0/,Glory Cycles,https://www.flickr.com/people/glorycycles/
16ba4a445ceb0583,https://c1.staticflickr.com/6/5819/30850943682_bb392d5fa6_o.jpg,0.25,0.25,0.75,1.0,986,651,https://www.flickr.com/photos/133415851@N08/30850943682/,https://creativecommons.org/licenses/by/2.0/,Federico Ettlin,https://www.flickr.com/people/ettlin/
1f9cff65da1c0782,https://c1.staticflickr.com/8/7633/27892513360_9c36dfe2f4_o.jpg,0.0,0.0,1.0,0.662261380323,314,391,https://www.flickr.com/photos/sybarite48/27892513360,https://creativecommons.org/licenses/by/2.0/,Daniel Jolivet,https://www.flickr.com/people/sybarite48/
2e3f4eae14f1a3f6,https://c1.staticflickr.com/1/580/32072671795_ef6891214a_o.jpg,0.25,0.25,0.75,1.0,405,875,https://www.flickr.com/photos/janitors/32072671795,https://creativecommons.org/licenses/by/2.0/,K\304\201rlis Dambr\304\201ns,https://www.flickr.com/people/janitors/
aa7d9739723a05d7,https://c1.staticflickr.com/9/8226/29505794630_61a1beca26_o.jpg,0.0,0.502573529412,0.75,1.0,885,133,https://www.flickr.com/photos/34517490@N00/29505794630/,https://creativecommons.org/licenses/by/2.0/,Nick,https://www.flickr.com/people/34517490@N00/
63e73d5aacf1ba97,https://c1.staticflickr.com/1/666/31261546224_cb5a86c42e_o.jpg,0.254290171607,0.0,1.0,1.0,342,214,http://www.flickr.com/photos/tusnelda/31261546224/,https://creativecommons.org/licenses/by/2.0/,storebukkebruse,https://www.flickr.com/people/tusnelda/
c9b195587a56fe87,https://c1.staticflickr.com/9/8021/27763477813_59ef474d4c_o.jpg,0.0,0.0,0.654970760234,1.0,756,35,https://www.flickr.com/photos/benoit59/27763477813,https://creativecommons.org/licenses/by/2.0/,Benoit Brouillette,https://www.flickr.com/people/benoit59/
5d4d94f48ccd34cd,https://c1.staticflickr.com/6/5042/29408632573_59573f25de_o.jpg,0.0,0.0,0.75,0.5625,441,849,https://www.flickr.com/photos/theuksampler/29408632573,https://creativecommons.org/licenses/by/2.0/,The Sampler,https://www.flickr.com/people/theuksampler/
3cd91ad17344bb80,https://c1.staticflickr.com/9/8623/28127739832_7ee96f9702_o.jpg,0.5,0.0,1.0,0.75,914,954,https://flickr.com/20534939@N00/28127739832,https://creativecommons.org/licenses/by/2.0/,Michael Dunn,https://www.flickr.com/people/acidhelm/
96aa4e82e48b9dbe,https://c1.staticflickr.com/6/5345/30839536762_5b7ae7cba0_o.jpg,0.259316770186,0.0,1.0,1.0,835,672,https://www.flickr.com/photos/senterpartiet/30839536762,https://creativecommons.org/licenses/by/2.0/,Senterpartiet (Sp),https://www.flickr.com/people/senterpartiet/
64a91d1a6d101ccf,https://c1.staticflickr.com/6/5584/30396996684_8984c6a138_o.jpg,0.25,0.25,1.0,1.0,797,286,https://www.flickr.com/photos/sfslim/30396996684,https://creativecommons.org/licenses/by/2.0/,Aaron Muszalski,https://www.flickr.com/people/sfslim/
c5f061dcfb483a11,https://c1.staticflickr.com/8/7631/27625208962_2dc4446862_o.jpg,0.25,0.0,0.75,0.75,848,243,https://www.flickr.com/photos/janitors/27625208962,https://creativecommons.org/licenses/by/2.0/,K\304\201rlis Dambr\304\201ns,https://www.flickr.com/people/janitors/
752b25b1ff2ff927,https://c1.staticflickr.com/9/8510/29366748925_48b877ce87_o.jpg,0.0,0.0,0.599757673667,0.75,821,626,https://www.flickr.com/photos/mlevisay/29366748925/,https://creativecommons.org/licenses/by/2.0/,Mark Levisay,https://www.flickr.com/people/mlevisay/
afab65c0134e89b7,https://c1.staticflickr.com/9/8253/28463005493_a1d813d3a8_o.jpg,0.0,0.25,1.0,1.0,986,229,https://www.flickr.com/photos/pussreboots/28463005493/,https://creativecommons.org/licenses/by/2.0/,caligula1995,https://www.flickr.com/people/pussreboots/
09eacfaa5fc9dfee,https://c1.staticflickr.com/1/31/31579543046_8ea0a42f93_o.jpg,0.5,0.0,1.0,0.75,981,596,https://www.flickr.com/photos/jseita/31579543046,https://creativecommons.org/licenses/by/2.0/,Jun Seita,https://www.flickr.com/people/jseita/
23e57a37718d8c57,https://c1.staticflickr.com/8/7358/27239087290_5e99163ccb_o.jpg,0.4375,0.0,1.0,0.75,920,979,https://www.flickr.com/photos/cogdog/27239087290/,https://creativecommons.org/licenses/by/2.0/,Alan Levine,https://www.flickr.com/people/cogdog/
a0a1afd68b1e5069,https://c1.staticflickr.com/9/8361/27843140003_75d87d3d7f_o.jpg,0.0,0.25,0.501846381093,1.0,979,634,https://www.flickr.com/photos/22711505@N05/27843140003,https://creativecommons.org/licenses/by/2.0/,Ron Cogswell,https://www.flickr.com/people/22711505@N05/
3fb246fdb7bd462f,https://c1.staticflickr.com/8/7357/27032652784_3cd2896842_o.jpg,0.0,0.0,1.0,0.992805755396,909,655,https://www.flickr.com/photos/96223380@N02/27032652784,https://creativecommons.org/licenses/by/2.0/,Mighty Travels,https://www.flickr.com/people/96223380@N02/
51cf3b149ea31a6d,https://c1.staticflickr.com/8/7436/27973290836_c8698fdd79_o.jpg,0.4375,0.0,1.0,0.75,583,517,https://www.flickr.com/photos/sharonhahndarlin/27973290836,https://creativecommons.org/licenses/by/2.0/,Sharon Hahn Darlin,https://www.flickr.com/people/sharonhahndarlin/
22b784a48ff19810,https://c1.staticflickr.com/6/5346/30464903473_64504dc166_o.jpg,0.0,0.25,0.75,1.0,830,93,https://flickr.com/131918865@N03/30464903473,https://creativecommons.org/licenses/by/2.0/,Junts Tiana,https://www.flickr.com/people/juntstiana/
8a66231bead19adb,https://c1.staticflickr.com/8/7318/27787115320_ab440763f7_o.jpg,0.28125,0.0,0.84375,0.75,133,486,https://www.flickr.com/photos/starr-environmental/27787115320,https://creativecommons.org/licenses/by/2.0/,Forest and Kim Starr,https://www.flickr.com/people/starr-environmental/
2dfc9cb36e29ca3e,https://c1.staticflickr.com/6/5475/30827648471_23a1a2ab84_o.jpg,0.0,0.25,0.5,1.0,323,856,https://www.flickr.com/photos/futuredu/30827648471,https://creativecommons.org/licenses/by/2.0/,Marcin Polak,https://www.flickr.com/people/futuredu/
29285c4a579d8c3c,https://c1.staticflickr.com/9/8251/29546986532_aa228f107f_o.jpg,0.0,0.0,0.7484375,1.0,418,48,https://www.flickr.com/photos/xingxiyang/29546986532/,https://creativecommons.org/licenses/by/2.0/,Kiefer,https://www.flickr.com/people/xingxiyang/
cc72394a7ba14370,https://c1.staticflickr.com/9/8435/28937998734_ae4de67018_o.jpg,0.0,0.0,0.69150779896,0.75,310,60,https://www.flickr.com/photos/gails_pictures/28937998734,https://creativecommons.org/licenses/by/2.0/,gailhampshire,https://www.flickr.com/people/gails_pictures/
d00961ae337d9e7c,https://c1.staticflickr.com/6/5144/29827652251_bd92970b02_o.jpg,0.25,0.0,1.0,1.0,669,586,https://www.flickr.com/photos/davidstanleytravel/29827652251,https://creativecommons.org/licenses/by/2.0/,David Stanley,https://www.flickr.com/people/davidstanleytravel/
4bbe8753d01fd75c,https://c1.staticflickr.com/8/7405/27730742260_e9d785aa58_o.jpg,0.0,0.25,0.533917682927,1.0,473,707,https://www.flickr.com/photos/vastateparksstaff/27730742260/,https://creativecommons.org/licenses/by/2.0/,Virginia State Parks,https://www.flickr.com/people/vastateparksstaff/
2297ec9e7f48a2c2,https://c1.staticflickr.com/6/5623/30344158972_e454e4bc90_o.jpg,0.0,0.0,0.51992481203,0.75,780,883,https://www.flickr.com/photos/thoseguys119/30344158972/,https://creativecommons.org/licenses/by/2.0/,ThoseGuys119,https://www.flickr.com/people/thoseguys119/
